
time,gFx,gFy,gFz,wx,wy,wz,Bx,By,Bz,
0.640097,-0.0663,1.0239,-0.0817,-0.0011,-0.0021,-0.0079,11.1140,-40.5599,14.7869,
0.645765,-0.0607,1.0221,-0.0779,-0.0011,-0.0021,-0.0079,11.1140,-40.5599,14.7869,
0.648139,-0.0607,1.0221,-0.0779,-0.0011,-0.0021,-0.0079,11.1140,-40.5599,14.7869,
0.657773,-0.0607,1.0221,-0.0779,-0.0011,-0.0021,-0.0079,11.1761,-41.5622,15.0998,
0.661993,-0.0607,1.0221,-0.0779,-0.0051,0.0019,-0.0003,11.1761,-41.5622,15.0998,
0.678431,-0.0607,1.0221,-0.0779,-0.0051,0.0019,-0.0003,11.9132,-41.2793,12.7397,
0.703206,-0.0607,1.0221,-0.0779,-0.0051,0.0019,-0.0003,11.7431,-40.7204,13.9117,
0.705865,-0.0607,1.0221,-0.0779,-0.0051,0.0019,-0.0003,11.7431,-40.7204,13.9117,
0.707057,-0.0719,1.0263,-0.0705,-0.0051,0.0019,-0.0003,11.7431,-40.7204,13.9117,
0.724595,-0.0719,1.0263,-0.0705,-0.0051,0.0019,-0.0003,11.8484,-39.5981,14.4875,
0.726584,-0.0719,1.0263,-0.0705,-0.0135,-0.0008,-0.0025,11.8484,-39.5981,14.4875,
0.745580,-0.0719,1.0263,-0.0705,-0.0135,-0.0008,-0.0025,10.5902,-40.0889,13.5872,
0.763438,-0.0719,1.0263,-0.0705,-0.0135,-0.0008,-0.0025,10.8170,-41.2394,13.7571,
0.767256,-0.0719,1.0263,-0.0705,-0.0135,-0.0008,-0.0025,10.8170,-41.2394,13.7571,
0.783978,-0.0608,1.0245,-0.0775,-0.0135,-0.0008,-0.0025,10.8170,-41.2394,13.7571,
0.788047,-0.0608,1.0245,-0.0775,-0.0135,-0.0008,-0.0025,11.0060,-41.4092,14.9466,
0.807563,-0.0608,1.0245,-0.0775,-0.0116,-0.0029,-0.0034,11.0060,-41.4092,14.9466,
0.810888,-0.0608,1.0245,-0.0775,-0.0116,-0.0029,-0.0034,11.1383,-43.4210,16.0165,
0.824698,-0.0608,1.0245,-0.0775,-0.0116,-0.0029,-0.0034,11.4083,-40.4192,13.9016,
0.829454,-0.0608,1.0245,-0.0775,-0.0116,-0.0029,-0.0034,11.4083,-40.4192,13.9016,
0.840823,-0.0608,1.0245,-0.0775,-0.0116,-0.0029,-0.0034,12.2804,-41.3387,15.4099,
0.845061,-0.0694,1.0236,-0.0696,-0.0116,-0.0029,-0.0034,12.2804,-41.3387,15.4099,
0.860009,-0.0694,1.0236,-0.0696,-0.0116,-0.0029,-0.0034,13.3685,-41.1008,14.8318,
0.865347,-0.0694,1.0236,-0.0696,0.0073,0.0005,0.0062,13.3685,-41.1008,14.8318,
0.879109,-0.0694,1.0236,-0.0696,0.0073,0.0005,0.0062,11.6216,-41.0165,15.0982,
0.880664,-0.0694,1.0236,-0.0696,0.0073,0.0005,0.0062,11.6216,-41.0165,15.0982,
0.899738,-0.0694,1.0236,-0.0696,0.0073,0.0005,0.0062,12.2696,-41.3291,14.8177,
0.901068,-0.0611,1.0242,-0.0818,0.0073,0.0005,0.0062,12.2696,-41.3291,14.8177,
0.922153,-0.0611,1.0242,-0.0818,0.0073,0.0005,0.0062,12.8960,-41.2166,14.6781,
0.924836,-0.0611,1.0242,-0.0818,-0.0182,-0.0023,-0.0056,12.8960,-41.2166,14.6781,
0.942619,-0.0611,1.0242,-0.0818,-0.0182,-0.0023,-0.0056,12.3722,-41.1515,12.1531,
0.944989,-0.0611,1.0242,-0.0818,-0.0182,-0.0023,-0.0056,12.3722,-41.1515,12.1531,
0.961007,-0.0611,1.0242,-0.0818,-0.0182,-0.0023,-0.0056,11.7080,-42.8522,14.0931,
0.980314,-0.0656,1.0240,-0.0675,-0.0182,-0.0023,-0.0056,11.7080,-42.8522,14.0931,
0.983630,-0.0656,1.0240,-0.0675,-0.0182,-0.0023,-0.0056,12.2210,-41.0153,13.0363,
1.002195,-0.0656,1.0240,-0.0675,-0.0182,-0.0023,-0.0056,12.2210,-41.0153,13.0363,
1.006637,-0.0656,1.0240,-0.0675,-0.0182,-0.0023,-0.0056,13.2659,-41.8196,15.7295,
1.011840,-0.0656,1.0240,-0.0675,0.0032,-0.0012,0.0010,13.2659,-41.8196,15.7295,
1.022267,-0.0656,1.0240,-0.0675,0.0032,-0.0012,0.0010,11.7998,-41.7179,13.9285,
1.038490,-0.0676,1.0242,-0.0786,0.0032,-0.0012,0.0010,11.7998,-41.7179,13.9285,
1.041115,-0.0676,1.0242,-0.0786,0.0032,-0.0012,0.0010,12.7826,-41.6552,15.8670,
1.058944,-0.0676,1.0242,-0.0786,-0.0216,-0.0024,-0.0022,12.7826,-41.6552,15.8670,
1.063385,-0.0676,1.0242,-0.0786,-0.0216,-0.0024,-0.0022,12.7826,-41.6552,15.8670,
1.065778,-0.0676,1.0242,-0.0786,-0.0216,-0.0024,-0.0022,11.7863,-41.7059,13.1883,
1.078579,-0.0676,1.0242,-0.0786,-0.0216,-0.0024,-0.0022,11.9159,-41.0111,13.7712,
1.097454,-0.0624,1.0239,-0.0732,-0.0216,-0.0024,-0.0022,11.9159,-41.0111,13.7712,
1.100351,-0.0624,1.0239,-0.0732,-0.0216,-0.0024,-0.0022,12.0590,-40.4636,14.6526,
1.116313,-0.0624,1.0239,-0.0732,-0.0216,-0.0024,-0.0022,12.0590,-40.4636,14.6526,
1.119581,-0.0624,1.0239,-0.0732,-0.0216,-0.0024,-0.0022,13.9733,-40.8338,13.9495,
1.136023,-0.0624,1.0239,-0.0732,0.0079,-0.0021,0.0010,13.9733,-40.8338,13.9495,
1.140486,-0.0624,1.0239,-0.0732,0.0079,-0.0021,0.0010,10.9601,-40.6919,14.6385,
1.158202,-0.0624,1.0239,-0.0732,0.0079,-0.0021,0.0010,12.3722,-40.2044,15.2454,
1.175097,-0.0657,1.0242,-0.0703,0.0079,-0.0021,0.0010,12.3722,-40.2044,15.2454,
1.178677,-0.0657,1.0242,-0.0703,0.0079,-0.0021,0.0010,12.3722,-40.2044,15.2454,
1.181327,-0.0657,1.0242,-0.0703,0.0079,-0.0021,0.0010,11.1086,-40.5551,14.4908,
1.198899,-0.0657,1.0242,-0.0703,0.0041,-0.0017,-0.0023,11.1086,-40.5551,14.4908,
1.204648,-0.0657,1.0242,-0.0703,0.0041,-0.0017,-0.0023,11.0924,-40.2701,14.4859,
1.219134,-0.0657,1.0242,-0.0703,0.0041,-0.0017,-0.0023,12.1103,-41.1857,15.2568,
1.238213,-0.0657,1.0242,-0.0703,0.0041,-0.0017,-0.0023,12.1103,-41.1857,15.2568,
1.242023,-0.0677,1.0262,-0.0732,0.0041,-0.0017,-0.0023,12.1103,-41.1857,15.2568,
1.245320,-0.0677,1.0262,-0.0732,0.0041,-0.0017,-0.0023,10.6739,-41.3810,14.2010,
1.258146,-0.0677,1.0262,-0.0732,-0.0031,-0.0020,0.0007,10.6739,-41.3810,14.2010,
1.261166,-0.0677,1.0262,-0.0732,-0.0031,-0.0020,0.0007,11.9051,-40.5956,14.5042,
1.279137,-0.0677,1.0262,-0.0732,-0.0031,-0.0020,0.0007,10.4309,-42.3791,15.2487,
1.295347,-0.0677,1.0262,-0.0732,-0.0031,-0.0020,0.0007,10.4309,-42.3791,15.2487,
1.299717,-0.0677,1.0262,-0.0732,-0.0031,-0.0020,0.0007,12.7988,-42.3461,14.5465,
1.313530,-0.0572,1.0241,-0.0683,-0.0031,-0.0020,0.0007,12.7988,-42.3461,14.5465,
1.319389,-0.0572,1.0241,-0.0683,-0.0031,-0.0020,0.0007,13.3145,-40.3763,14.0796,
1.332904,-0.0572,1.0241,-0.0683,0.0146,-0.0058,-0.0061,13.3145,-40.3763,14.0796,
1.343011,-0.0572,1.0241,-0.0683,0.0146,-0.0058,-0.0061,11.6351,-41.5697,14.0715,
1.359637,-0.0572,1.0241,-0.0683,0.0146,-0.0058,-0.0061,11.6351,-41.5697,14.0715,
1.363873,-0.0572,1.0241,-0.0683,0.0146,-0.0058,-0.0061,11.7080,-42.3110,15.8601,
1.373183,-0.0710,1.0221,-0.0826,0.0146,-0.0058,-0.0061,11.7080,-42.3110,15.8601,
1.379434,-0.0710,1.0221,-0.0826,0.0146,-0.0058,-0.0061,12.4505,-41.7623,14.6796,
1.392632,-0.0710,1.0221,-0.0826,0.0097,-0.0022,0.0039,12.4505,-41.7623,14.6796,
1.397916,-0.0710,1.0221,-0.0826,0.0097,-0.0022,0.0039,10.8710,-41.5580,15.8346,
1.420510,-0.0710,1.0221,-0.0826,0.0097,-0.0022,0.0039,11.0816,-40.5311,13.0103,
1.424902,-0.0710,1.0221,-0.0826,0.0097,-0.0022,0.0039,11.0816,-40.5311,13.0103,
1.431535,-0.0584,1.0237,-0.0863,0.0097,-0.0022,0.0039,11.0816,-40.5311,13.0103,
1.437610,-0.0584,1.0237,-0.0863,0.0097,-0.0022,0.0039,11.0195,-41.4212,15.6869,
1.450485,-0.0584,1.0237,-0.0863,-0.0222,-0.0042,-0.0026,11.0195,-41.4212,15.6869,
1.457603,-0.0584,1.0237,-0.0863,-0.0222,-0.0042,-0.0026,13.1201,-39.7958,13.9193,
1.471941,-0.0584,1.0237,-0.0863,-0.0222,-0.0042,-0.0026,13.1201,-39.7958,13.9193,
1.478757,-0.0584,1.0237,-0.0863,-0.0222,-0.0042,-0.0026,12.7799,-41.9234,14.8354,
1.498598,-0.0584,1.0237,-0.0863,-0.0222,-0.0042,-0.0026,12.3992,-40.7696,14.9589,
1.510344,-0.0708,1.0251,-0.0745,-0.0222,-0.0042,-0.0026,12.3992,-40.7696,14.9589,
1.518705,-0.0708,1.0251,-0.0745,-0.0222,-0.0042,-0.0026,12.8609,-40.5089,14.9622,
1.530633,-0.0708,1.0251,-0.0745,-0.0222,-0.0042,-0.0026,12.8609,-40.5089,14.9622,
1.532250,-0.0708,1.0251,-0.0745,-0.0042,-0.0016,-0.0032,12.8609,-40.5089,14.9622,
1.539344,-0.0708,1.0251,-0.0745,-0.0042,-0.0016,-0.0032,12.4343,-41.4773,14.6748,
1.558469,-0.0708,1.0251,-0.0745,-0.0042,-0.0016,-0.0032,13.1741,-40.5203,14.6715,
1.574655,-0.0793,1.0299,-0.0749,-0.0042,-0.0016,-0.0032,13.1741,-40.5203,14.6715,
1.579826,-0.0793,1.0299,-0.0749,-0.0042,-0.0016,-0.0032,11.7593,-40.4642,15.6836,
1.590949,-0.0793,1.0299,-0.0749,-0.0265,0.0014,0.0165,11.7593,-40.4642,15.6836,
1.595479,-0.0793,1.0299,-0.0749,-0.0265,0.0014,0.0165,11.7593,-40.4642,15.6836,
1.599270,-0.0793,1.0299,-0.0749,-0.0265,0.0014,0.0165,10.5686,-42.2327,14.5087,
1.619431,-0.0793,1.0299,-0.0749,-0.0265,0.0014,0.0165,10.7819,-40.5317,14.0412,
1.633096,-0.0538,1.0236,-0.0573,-0.0265,0.0014,0.0165,10.7819,-40.5317,14.0412,
1.644490,-0.0538,1.0236,-0.0573,-0.0265,0.0014,0.0165,10.3553,-41.3648,14.1956,
1.650447,-0.0538,1.0236,-0.0573,-0.0265,0.0014,0.0165,10.3553,-41.3648,14.1956,
1.658541,-0.0538,1.0236,-0.0573,-0.0265,0.0014,0.0165,10.9844,-40.7135,15.9709,
1.669222,-0.0538,1.0236,-0.0573,0.0293,-0.0044,0.0120,10.9844,-40.7135,15.9709,
1.677959,-0.0538,1.0236,-0.0573,0.0293,-0.0044,0.0120,13.2875,-42.5153,14.7051,
1.700132,-0.0538,1.0236,-0.0573,0.0293,-0.0044,0.0120,11.9402,-41.0327,15.1036,
1.712869,-0.0631,1.0228,-0.0963,0.0293,-0.0044,0.0120,11.9402,-41.0327,15.1036,
1.715382,-0.0631,1.0228,-0.0963,0.0293,-0.0044,0.0120,11.9402,-41.0327,15.1036,
1.720861,-0.0631,1.0228,-0.0963,0.0293,-0.0044,0.0120,12.9581,-42.2189,14.9910,
1.729618,-0.0631,1.0228,-0.0963,-0.0094,-0.0031,0.0054,12.9581,-42.2189,14.9910,
1.742095,-0.0631,1.0228,-0.0963,-0.0094,-0.0031,0.0054,11.8538,-42.4424,14.6808,
1.758566,-0.0631,1.0228,-0.0963,-0.0094,-0.0031,0.0054,11.8565,-42.7154,13.9453,
1.769101,-0.0631,1.0228,-0.0963,-0.0094,-0.0031,0.0054,11.8565,-42.7154,13.9453,
1.772289,-0.0574,1.0223,-0.0669,-0.0094,-0.0031,0.0054,11.8565,-42.7154,13.9453,
1.785021,-0.0574,1.0223,-0.0669,-0.0094,-0.0031,0.0054,11.5055,-42.1292,13.9303,
1.790422,-0.0574,1.0223,-0.0669,-0.0111,-0.0019,0.0049,11.5055,-42.1292,13.9303,
1.797486,-0.0574,1.0223,-0.0669,-0.0111,-0.0019,0.0049,14.3486,-41.8475,13.9717,
1.819056,-0.0574,1.0223,-0.0669,-0.0111,-0.0019,0.0049,11.0951,-40.5431,13.7505,
1.826473,-0.0574,1.0223,-0.0669,-0.0111,-0.0019,0.0049,11.0951,-40.5431,13.7505,
1.840377,-0.0574,1.0223,-0.0669,-0.0111,-0.0019,0.0049,10.9898,-41.1242,14.9418,
1.846226,-0.0650,1.0231,-0.0786,-0.0111,-0.0019,0.0049,10.9898,-41.1242,14.9418,
1.858180,-0.0650,1.0231,-0.0786,-0.0111,-0.0019,0.0049,13.2335,-41.7908,13.9529,
1.866706,-0.0650,1.0231,-0.0786,0.0072,-0.0028,0.0007,13.2335,-41.7908,13.9529,
1.879342,-0.0650,1.0231,-0.0786,0.0072,-0.0028,0.0007,11.5784,-40.5722,14.0547,
1.886854,-0.0650,1.0231,-0.0786,0.0072,-0.0028,0.0007,11.5784,-40.5722,14.0547,
1.898186,-0.0650,1.0231,-0.0786,0.0072,-0.0028,0.0007,11.7971,-41.4449,14.6640,
1.907498,-0.0592,1.0244,-0.0837,0.0072,-0.0028,0.0007,11.7971,-41.4449,14.6640,
1.918809,-0.0592,1.0244,-0.0837,0.0072,-0.0028,0.0007,11.1869,-41.8424,14.8085,
1.926879,-0.0592,1.0244,-0.0837,-0.0190,-0.0003,-0.0001,11.1869,-41.8424,14.8085,
1.941416,-0.0592,1.0244,-0.0837,-0.0190,-0.0003,-0.0001,11.5595,-40.5554,13.0183,
1.945665,-0.0592,1.0244,-0.0837,-0.0190,-0.0003,-0.0001,11.5595,-40.5554,13.0183,
1.958145,-0.0592,1.0244,-0.0837,-0.0190,-0.0003,-0.0001,11.4326,-40.4408,15.2340,
1.965593,-0.0613,1.0251,-0.0629,-0.0190,-0.0003,-0.0001,11.4326,-40.4408,15.2340,
1.978129,-0.0613,1.0251,-0.0629,-0.0190,-0.0003,-0.0001,11.9780,-41.8781,14.5258,
1.985845,-0.0613,1.0251,-0.0629,0.0220,-0.0012,0.0033,11.9780,-41.8781,14.5258,
1.998520,-0.0613,1.0251,-0.0629,0.0220,-0.0012,0.0033,12.2642,-41.0537,15.4052,
2.007339,-0.0613,1.0251,-0.0629,0.0220,-0.0012,0.0033,12.2642,-41.0537,15.4052,
2.020285,-0.0613,1.0251,-0.0629,0.0220,-0.0012,0.0033,11.6918,-42.5672,14.0883,
2.039815,-0.0613,1.0251,-0.0629,0.0220,-0.0012,0.0033,11.2436,-42.8399,14.8253,
2.046400,-0.0634,1.0233,-0.0799,0.0220,-0.0012,0.0033,11.2436,-42.8399,14.8253,
2.060089,-0.0634,1.0233,-0.0799,0.0220,-0.0012,0.0033,11.8430,-42.1622,14.9721,
2.068540,-0.0634,1.0233,-0.0799,0.0016,-0.0035,-0.0016,11.8430,-42.1622,14.9721,
2.073509,-0.0634,1.0233,-0.0799,0.0016,-0.0035,-0.0016,11.8430,-42.1622,14.9721,
2.080501,-0.0634,1.0233,-0.0799,0.0016,-0.0035,-0.0016,10.8440,-41.8046,13.4706,
2.099007,-0.0634,1.0233,-0.0799,0.0016,-0.0035,-0.0016,12.2804,-41.3387,15.4099,
2.103600,-0.0623,1.0237,-0.0925,0.0016,-0.0035,-0.0016,12.2804,-41.3387,15.4099,
2.121548,-0.0623,1.0237,-0.0925,0.0016,-0.0035,-0.0016,13.4630,-42.6731,15.1544,
2.123740,-0.0623,1.0237,-0.0925,-0.0157,-0.0004,0.0061,13.4630,-42.6731,15.1544,
2.125031,-0.0623,1.0237,-0.0925,-0.0157,-0.0004,0.0061,13.4630,-42.6731,15.1544,
2.139850,-0.0623,1.0237,-0.0925,-0.0157,-0.0004,0.0061,11.7863,-41.1647,14.9553,
2.158592,-0.0623,1.0237,-0.0925,-0.0157,-0.0004,0.0061,11.8133,-41.7299,14.6688,
2.179294,-0.0623,1.0237,-0.0925,-0.0157,-0.0004,0.0061,9.7424,-41.4893,15.0754,
2.184472,-0.0568,1.0221,-0.0623,-0.0157,-0.0004,0.0061,9.7424,-41.4893,15.0754,
2.185762,-0.0568,1.0221,-0.0623,-0.0157,-0.0004,0.0061,9.7424,-41.4893,15.0754,
2.199959,-0.0568,1.0221,-0.0623,-0.0157,-0.0004,0.0061,11.7674,-40.7420,15.2442,
2.201996,-0.0568,1.0221,-0.0623,0.0036,-0.0036,-0.0052,11.7674,-40.7420,15.2442,
2.221159,-0.0568,1.0221,-0.0623,0.0036,-0.0036,-0.0052,11.4839,-41.4335,14.9547,
2.239222,-0.0568,1.0221,-0.0623,0.0036,-0.0036,-0.0052,11.7026,-42.8474,13.7970,
2.244427,-0.0654,1.0258,-0.0797,0.0036,-0.0036,-0.0052,11.7026,-42.8474,13.7970,
2.246897,-0.0654,1.0258,-0.0797,0.0036,-0.0036,-0.0052,11.7026,-42.8474,13.7970,
2.258301,-0.0654,1.0258,-0.0797,0.0036,-0.0036,-0.0052,9.9017,-41.6327,14.6364,
2.262340,-0.0654,1.0258,-0.0797,-0.0155,-0.0026,0.0043,9.9017,-41.6327,14.6364,
2.286990,-0.0654,1.0258,-0.0797,-0.0155,-0.0026,0.0043,12.0833,-40.4852,15.9850,
2.302028,-0.0654,1.0258,-0.0797,-0.0155,-0.0026,0.0043,11.4650,-41.4167,13.9183,
2.304359,-0.0595,1.0232,-0.0804,-0.0155,-0.0026,0.0043,11.4650,-41.4167,13.9183,
2.305920,-0.0595,1.0232,-0.0804,-0.0155,-0.0026,0.0043,11.4650,-41.4167,13.9183,
2.322350,-0.0595,1.0232,-0.0804,-0.0155,-0.0026,0.0043,11.0222,-41.6942,14.9514,
2.324378,-0.0595,1.0232,-0.0804,0.0019,-0.0025,-0.0036,11.0222,-41.6942,14.9514,
2.344425,-0.0595,1.0232,-0.0804,0.0019,-0.0025,-0.0036,11.1815,-41.5670,15.3958,
2.362964,-0.0595,1.0232,-0.0804,0.0019,-0.0025,-0.0036,10.8683,-41.8262,14.8031,
2.365185,-0.0595,1.0232,-0.0804,0.0019,-0.0025,-0.0036,10.8683,-41.8262,14.8031,
2.383131,-0.0595,1.0232,-0.0804,0.0019,-0.0025,-0.0036,11.5217,-42.4142,13.9352,
2.385098,-0.0638,1.0247,-0.0819,0.0019,-0.0025,-0.0036,11.5217,-42.4142,13.9352,
2.403148,-0.0638,1.0247,-0.0819,0.0019,-0.0025,-0.0036,11.8214,-41.4665,15.9964,
2.405761,-0.0638,1.0247,-0.0819,-0.0135,0.0014,0.0010,11.8214,-41.4665,15.9964,
2.426298,-0.0638,1.0247,-0.0819,-0.0135,0.0014,0.0010,12.1346,-42.4250,12.6135,
2.430313,-0.0638,1.0247,-0.0819,-0.0135,0.0014,0.0010,12.1346,-42.4250,12.6135,
2.442939,-0.0586,1.0246,-0.0651,-0.0135,0.0014,0.0010,12.1346,-42.4250,12.6135,
2.447050,-0.0586,1.0246,-0.0651,-0.0135,0.0014,0.0010,11.5406,-42.4310,14.9715,
2.458556,-0.0586,1.0246,-0.0651,-0.0135,0.0014,0.0010,10.4930,-41.2184,13.4556,
2.461143,-0.0586,1.0246,-0.0651,0.0080,-0.0024,-0.0010,10.4930,-41.2184,13.4556,
2.479779,-0.0586,1.0246,-0.0651,0.0080,-0.0024,-0.0010,12.1076,-41.4539,14.2253,
2.481566,-0.0586,1.0246,-0.0651,0.0080,-0.0024,-0.0010,12.1076,-41.4539,14.2253,
2.499361,-0.0586,1.0246,-0.0651,0.0080,-0.0024,-0.0010,12.1751,-42.7316,13.9507,
2.501044,-0.0586,1.0233,-0.0823,0.0080,-0.0024,-0.0010,12.1751,-42.7316,13.9507,
2.521843,-0.0586,1.0233,-0.0823,0.0080,-0.0024,-0.0010,10.7954,-40.5437,14.7815,
2.540911,-0.0586,1.0233,-0.0823,0.0080,-0.0024,-0.0010,12.8636,-43.6214,14.1240,
2.543324,-0.0586,1.0233,-0.0823,0.0029,-0.0030,-0.0087,12.8636,-43.6214,14.1240,
2.544615,-0.0586,1.0233,-0.0823,0.0029,-0.0030,-0.0087,12.8636,-43.6214,14.1240,
2.558202,-0.0586,1.0233,-0.0823,0.0029,-0.0030,-0.0087,13.0310,-43.5014,15.0126,
2.577280,-0.0657,1.0248,-0.0862,0.0029,-0.0030,-0.0087,13.0310,-43.5014,15.0126,
2.578936,-0.0657,1.0248,-0.0862,0.0029,-0.0030,-0.0087,12.3317,-42.3314,15.1306,
2.598289,-0.0657,1.0248,-0.0862,-0.0175,-0.0016,-0.0050,12.3317,-42.3314,15.1306,
2.601840,-0.0657,1.0248,-0.0862,-0.0175,-0.0016,-0.0050,12.3317,-42.3314,15.1306,
2.606709,-0.0657,1.0248,-0.0862,-0.0175,-0.0016,-0.0050,11.9834,-42.2888,13.4967,
2.619459,-0.0657,1.0248,-0.0862,-0.0175,-0.0016,-0.0050,12.4289,-41.2019,15.2622,
2.642600,-0.0628,1.0243,-0.0690,-0.0175,-0.0016,-0.0050,12.4289,-41.2019,15.2622,
2.646205,-0.0628,1.0243,-0.0690,-0.0175,-0.0016,-0.0050,11.9753,-42.2816,13.0526,
2.658309,-0.0628,1.0243,-0.0690,0.0081,-0.0005,0.0042,11.9753,-42.2816,13.0526,
2.661646,-0.0628,1.0243,-0.0690,0.0081,-0.0005,0.0042,11.9753,-42.2816,13.0526,
2.664187,-0.0628,1.0243,-0.0690,0.0081,-0.0005,0.0042,11.0006,-41.4044,14.6505,
2.678550,-0.0628,1.0243,-0.0690,0.0081,-0.0005,0.0042,11.4164,-40.1558,15.2292,
2.699010,-0.0628,1.0243,-0.0690,0.0081,-0.0005,0.0042,11.8322,-41.7467,15.7052,
2.715360,-0.0628,1.0243,-0.0690,0.0081,-0.0005,0.0042,11.8322,-41.7467,15.7052,
2.718437,-0.0620,1.0246,-0.0793,0.0081,-0.0005,0.0042,11.8322,-41.7467,15.7052,
2.722063,-0.0620,1.0246,-0.0793,0.0081,-0.0005,0.0042,11.8592,-42.4472,14.9769,
2.735514,-0.0620,1.0246,-0.0793,-0.0145,-0.0002,-0.0012,11.8592,-42.4472,14.9769,
2.739983,-0.0620,1.0246,-0.0793,-0.0145,-0.0002,-0.0012,10.3661,-41.6450,13.9042,
2.758646,-0.0620,1.0246,-0.0793,-0.0145,-0.0002,-0.0012,12.4289,-41.2019,15.2622,
2.819177,-0.0547,1.0239,-0.0699,-0.0145,-0.0002,-0.0012,12.4289,-41.2019,15.2622,
2.828774,-0.0547,1.0239,-0.0699,-0.0145,-0.0002,-0.0012,12.4289,-41.2019,15.2622,
2.831375,-0.0547,1.0239,-0.0699,-0.0145,-0.0002,-0.0012,13.4468,-42.3881,15.1495,
2.834555,-0.0547,1.0239,-0.0699,-0.0145,-0.0002,-0.0012,12.1751,-42.1904,15.7177,
2.837998,-0.0547,1.0239,-0.0699,-0.0145,-0.0002,-0.0012,11.7863,-41.1647,14.9553,
2.841524,-0.0547,1.0239,-0.0699,0.0164,-0.0059,-0.0072,11.7863,-41.1647,14.9553,
2.844857,-0.0673,1.0232,-0.0978,0.0164,-0.0059,-0.0072,11.7863,-41.1647,14.9553,
2.846976,-0.0673,1.0232,-0.0978,0.0164,-0.0059,-0.0072,11.7863,-41.1647,14.9553,
2.848499,-0.0673,1.0232,-0.0978,0.0164,-0.0059,-0.0072,11.4839,-41.4335,14.9547,
2.857313,-0.0673,1.0232,-0.0978,-0.0198,0.0024,-0.0032,11.4839,-41.4335,14.9547,
2.861780,-0.0673,1.0232,-0.0978,-0.0198,0.0024,-0.0032,11.0735,-42.6869,14.6721,
2.878802,-0.0673,1.0232,-0.0978,-0.0198,0.0024,-0.0032,13.4279,-41.9654,15.4384,
2.893314,-0.0673,1.0232,-0.0978,-0.0198,0.0024,-0.0032,13.4279,-41.9654,15.4384,
2.899176,-0.0673,1.0232,-0.0978,-0.0198,0.0024,-0.0032,10.6901,-41.6660,14.2057,
2.913501,-0.0638,1.0284,-0.0532,-0.0198,0.0024,-0.0032,10.6901,-41.6660,14.2057,
2.920282,-0.0638,1.0284,-0.0532,-0.0198,0.0024,-0.0032,10.9088,-42.5387,14.8151,
2.931944,-0.0638,1.0284,-0.0532,-0.0137,0.0015,-0.0004,10.9088,-42.5387,14.8151,
2.942921,-0.0638,1.0284,-0.0532,-0.0137,0.0015,-0.0004,12.4019,-43.3409,15.8877,
2.953125,-0.0638,1.0284,-0.0532,-0.0137,0.0015,-0.0004,12.4019,-43.3409,15.8877,
2.961582,-0.0638,1.0284,-0.0532,-0.0137,0.0015,-0.0004,11.8160,-41.4617,15.7003,
2.977256,-0.0602,1.0224,-0.0844,-0.0137,0.0015,-0.0004,11.8160,-41.4617,15.7003,
2.981155,-0.0602,1.0224,-0.0844,-0.0137,0.0015,-0.0004,11.5055,-41.7233,15.2556,
2.994219,-0.0602,1.0224,-0.0844,0.0255,-0.0053,-0.0072,11.5055,-41.7233,15.2556,
3.000216,-0.0602,1.0224,-0.0844,0.0255,-0.0053,-0.0072,11.9483,-41.5811,13.7808,
3.012013,-0.0602,1.0224,-0.0844,0.0255,-0.0053,-0.0072,11.9483,-41.5811,13.7808,
3.019513,-0.0602,1.0224,-0.0844,0.0255,-0.0053,-0.0072,12.3263,-42.3266,14.8346,
3.034228,-0.0644,1.0229,-0.0906,0.0255,-0.0053,-0.0072,12.3263,-42.3266,14.8346,
3.040153,-0.0644,1.0229,-0.0906,0.0255,-0.0053,-0.0072,10.8575,-41.5460,15.0944,
3.059548,-0.0644,1.0229,-0.0906,0.0255,-0.0053,-0.0072,11.9618,-41.3225,15.4045,
3.076179,-0.0644,1.0229,-0.0906,-0.0256,0.0017,0.0095,11.9618,-41.3225,15.4045,
3.077776,-0.0644,1.0229,-0.0906,-0.0256,0.0017,0.0095,11.9618,-41.3225,15.4045,
3.078926,-0.0644,1.0229,-0.0906,-0.0256,0.0017,0.0095,13.1606,-43.3478,13.8285,
3.098341,-0.0644,1.0229,-0.0906,-0.0256,0.0017,0.0095,12.2669,-41.5973,13.7862,
3.109654,-0.0584,1.0240,-0.0700,-0.0256,0.0017,0.0095,12.2669,-41.5973,13.7862,
3.119143,-0.0584,1.0240,-0.0700,-0.0256,0.0017,0.0095,11.7620,-40.7372,14.9481,
3.130285,-0.0584,1.0240,-0.0700,-0.0256,0.0017,0.0095,11.7620,-40.7372,14.9481,
3.131265,-0.0584,1.0240,-0.0700,-0.0120,0.0004,-0.0036,11.7620,-40.7372,14.9481,
3.139017,-0.0584,1.0240,-0.0700,-0.0120,0.0004,-0.0036,12.8069,-42.6239,14.1072,
3.161001,-0.0584,1.0240,-0.0700,-0.0120,0.0004,-0.0036,11.4677,-41.1485,14.9499,
3.171319,-0.0596,1.0246,-0.0794,-0.0120,0.0004,-0.0036,11.4677,-41.1485,14.9499,
3.178402,-0.0596,1.0246,-0.0794,-0.0120,0.0004,-0.0036,13.2227,-41.5106,14.2441,
3.191299,-0.0596,1.0246,-0.0794,-0.0060,-0.0017,-0.0042,13.2227,-41.5106,14.2441,
